1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1629,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,1640,1641,1642,1643,1644,1645,1646,1647,1648,1649,1650,1651,1652,1653,1654,1655,1656,1657,1658,1659,1660,1661,1662,1663,1664,1665,1666,1667,1668,1669,1670,1671,1672,1673,1674,1675,1676,1677,1678,1679,1680,1681,1682,1683,1684,1685,1686,1687,1688,1689,1690,1691,1692,1693,1694,1695,1696,1697,1698,1699,1700,1701,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1713,1714,1715,1716,1717,1718,1719,1720,1721,1722,1723,1724,1725,1726,1727,1728,1729,1730,1731,1732,1733,1734,1735,1736,1737,1738,1739,1740,1741,1742,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827
3,0,0,0,3,0,0,0,0,2,0,2,0,0,4,0,17,15,0,0,0,0,5,0,0,0,0,0,0,0,23,0,0,3,3,0,0,0,5,2,0,0,3,0,0,1,0,10,0,0,0,1,0,2,0,0,0,0,0,0,4,0,0,0,1,8,0,2,0,0,0,2,1,2,0,0,0,0,7,0,0,2,0,10,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,0,7,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,1,0,0,0,13,2,0,0,3,0,0,1,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,4,0,0,0,10,2,0,0,0,0,4,20,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,4,3,0,0,0,0,3,0,3,0,0,3,1,0,2,0,0,0,2,0,0,0,4,10,6
0,1,0,0,9,0,0,0,0,1,0,1,0,0,1,0,3,9,3,0,0,0,1,0,0,0,0,0,0,0,38,0,0,5,2,0,0,0,3,0,0,0,2,7,0,0,0,4,0,0,0,1,1,5,0,0,0,0,0,0,0,1,2,0,0,5,0,2,0,0,0,3,11,2,0,0,0,0,1,0,0,1,0,15,3,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,1,3,19,1,0,0,1,0,2,0,0,0,0,0,0,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,2,8,1,0,0,2,0,0,1,0,0,5,0,2,0,0,0,0,0,0,3,0,8,2,5,0,0,0,0,4,0,0,0,0,4,4,0,2,0,0,0,0,0,0,1,5,3,5
0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,8,6,1,0,0,0,1,0,0,0,0,0,0,0,11,0,0,1,4,0,0,0,3,0,0,0,2,0,0,7,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,2,17,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,13,3,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,0,0,1,0,0,2,0,2,0,14,0,0,0,1,0,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,2,10,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,4,0,2,0,0,4,1,0,2,0,0,0,1,0,0,1,1,4,5
1,1,0,0,3,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,31,0,0,0,3,0,0,0,0,1,0,0,7,3,5,3,0,0,0,0,0,2,11,5,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,5,5,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,2,0,0,1,1,1,0,0,2,0,0,0,0,1,0,0,0,2,0,5,0,5,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,3,0,4
4,1,1,0,0,7,0,0,0,0,0,2,0,0,4,0,5,3,2,0,0,0,3,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,2,0,0,0,10,0,4,1,0,1,0,0,0,1,1,6,0,0,0,0,0,0,1,0,3,1,0,3,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,11,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,4,3,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,8,1,2,0,0,0,0,6,0,0,0,0,3,1,0,1,0,0,0,1,0,0,0,0,0,3
2,1,3,0,2,2,0,0,0,0,0,1,0,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,0,0,17,0,0,3,4,0,0,0,1,1,0,0,15,3,3,2,0,5,0,0,0,0,1,2,0,0,0,0,0,0,0,1,3,0,3,5,0,2,0,0,0,3,7,1,0,0,0,0,0,0,0,3,1,5,0,0,3,0,0,0,0,0,1,1,1,0,0,0,4,0,3,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0
0,0,1,0,1,10,0,0,0,3,0,2,0,0,1,0,1,3,2,0,0,0,2,0,0,0,0,0,0,0,24,0,0,1,4,0,0,0,1,3,0,0,21,1,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5,5,1,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,4,0,2,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,5,0,0,2,0,0,3,0,1,3,9,0,0,1,1,0,2,2,0,1,0,0,0,1,0,4,0,5,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,5,3,0,0,1,2,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,6,2,0,6,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,3,1,0
2,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,5,16,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,1,0,2,1,0,0,16,2,2,5,0,2,0,0,0,0,1,9,0,0,0,0,0,0,0,0,2,0,2,1,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,4,0,21,9,0,3,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,2,0,1,0,0,5,0,0,0,2,0,0,0,6,0,1,1,0,0,1,0,0,7,3,0,0,0,0,3,1,0,0,2,0,0,0,1,0,1,4,2,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,5,1,0,0,1,1,0,1,0,0,3,0,2,0,1,0,0,0,0,2,0,8,1,0,7,0,0,0,7,0,0,0,0,4,1,0,2,0,0,0,3,0,0,1,1,4,4
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,3,7,0,0,4,1,0,3,0,0,0,0,0,2,1,4,0,0,0,0,0,0,3,0,1,1,2,4,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,6,3,0,1,0,1,0,0,0,1,0,0,0,0,0,3,0,8,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,3,0,0,2,5,1,0,1,4,2,3,0,0,2,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,0,0,0,11,1,3,0,0,0,9,8,0,0,0,1,2,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,5,9,0,5,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,1,5,2,11
